"","Всего учрежедний","Общая информация","Информация о госзадании","Показатели качества услуг","Показатели объёма услуг","Информация о ПФХД или показателях бюджетной сметы","Общий Рейтинг","year","municipality_matched","region_matched","oktmo","region","municipality","settlement","latitude_dd","longitude_dd","assets","assets_depreciation","assets_exhausted","assets_new","birth","build_flat","catering","catering_growth","collective_foreign","collective_people","collective_russian","comp_electr","comp_manufact","comp_mining","construction","crimes","criminals","death","doctors","doctors_per10","domesticserv","hospital_beds","hospital_beds_per10","hospitals","industry","invest_budg","invest_fed","invest_reg","investment","job_regist","job_regist_unempl","job_seeker","job_seeker_unempl","living_space","migration","n_companies","new_hospital_beds","new_housing","new_polycl_visits","new_preschool_places","new_school_places","nurses","nurses_per10","pens","pension","polycl_visits","polycl_visits_per10","polyclinic","pop_1_6","pop_old","pop_work","pop_young","population","preschool","preschool_child","preschool_coverage","preschool_places","preschool_waiting","pupils","retail","retail_growth","rni","schools","servises","volume_electr","volume_manufact","volume_mining","volume_water","wage","workers","region_oktmo","t8013004","t8313004","t8016002","t8009001","t8109002","t8109001","t8008007","t8008008","t8008025","t8006003","t8020002","t8313015","t8112013","t8006007","t8014002","t8010001","t8015001","t8015002","t8013002_301","t8013002_1","t8013002_212","t8013002_220","t8013002_221","t8013002_229","t8013002_234","t8013002_239","t8013002_285","t8013002_434","t8013002_231","t8123015_12","t8123017_12","t8013001_1","t8013001_89","t8013001_34","t8013001_36","t8013001_27","t8013001_5","t8013001_294","t8013001_293","t8013001_296","t8011011_0","t8011010_0","t8123015_0","t8123017_0","t8013001_15","t8013001_14","t8112027_11","t8123007_0","t8423007_101","t8045002_21","t8045002_26","t8045002_27","t8006005_9","t8045002_0","t8042018_kfs14_okved0","t8942018_kfs14_okved2101","t8042005_kfs14_okved0","t8942005_kfs14_okved2101","t8042010_kfs14_okved0","t8942010_kfs14_okved2101","t8042001_kfs14_okved0","t8942001_kfs14_okved2101","t8042008_kfs14_okved0","t8942008_kfs14_okved2101","t8042007_kfs14_okved0","t8942007_kfs14_okved2101","t8042006_kfs14_okved0","t8942006_kfs14_okved2101","t8042009_kfs14_okved0","t8942009_kfs14_okved2101","t8042003_kfs14_okved0","t8942003_kfs14_okved2101","t8042018_kfs199_okved0","t8942018_kfs199_okved2101","t8042017_kfs199_okved0","t8942017_kfs199_okved2101","model","share_profitable_firms","share_unprofitable_firms","share_profitable_mun_firms","avg_wage","mun_debt","mun_debt_supl","mun_debt_gov","mun_debt_budg","mun_debt_bank","n_mun_firms_reported","mun_firms_profit","debt_to_mun_firms","treatment","first.treat","index"
"186",98,98,95,47,93,98,0.882700026035309,2012,"город Шахты","Ростовская область",60740000,"Ростовская область","Город Шахты","Шахты",47.7086111111111,40.2158333333333,23699,36.3,4,1383,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2028,1042,14.4,657,27.7,NA,2.5,105.9,10,NA,NA,NA,NA,NA,NA,NA,1474,909,20.7,-12,3116,NA,NA,NA,NA,NA,2440,102.7,78.7,8254.5,5.4,229,19,13.8,61.3,141.3,35,237.6,41,6.5,NA,5.9,1688,NA,NA,NA,-3.8,NA,NA,NA,NA,NA,NA,17220.4,34.8,60,NA,581,202,26016,NA,NA,644600,332300,10800,305.4,NA,53.7,238027,856,5907,76294,41,19009,138289,4497897,181500,24634,471429,125613,1620849,93990,260299,22756,1273129,600,21379.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2246,250,NA,NA,NA,NA,238486,NA,NA,2580650,814510,135851,856.1,5094670,80,NA,149060,NA,5,NA,31491,NA,28419,NA,4800,NA,112045,NA,4006,NA,61562,NA,85.11,NA,14.89,NA,"Избираемый мэр",85.11,14.89,80,NA,149060,28419,4800,112045,4006,5,31491,61562,0,2015,0.403394129855493
"187",98,98,95,23,93,98,0.833700001239777,2013,"город Шахты","Ростовская область",60740000,"Ростовская область","Город Шахты","Шахты",47.7086111111111,40.2158333333333,27460.3,36.4,5.7,3334.5,10.7,892,106.4,772.7,NA,NA,NA,16,61,NA,1789.5,2112,1103,13.7,653,27.5,NA,2.5,104.5,9,NA,23,10,12.4,1644.2,NA,NA,1373,835,20.7,570,3291,0,83.9,0,0,NA,2408,101.4,79.3,8989.3,5.6,236.6,19,14.4,62.5,138.9,36,237.4,41,6.5,NA,6.5,1533,NA,6999.3,112.1,-3,NA,NA,3533.5,28190.6,NA,NA,19778.5,34.9,60,NA,653,202,9979,368832,1644224,663800,319200,13100,305.4,0,51.9,237488,872,6513,83901,41,19045,NA,4467411,219488,15608,544990,195823,1876866,97089,407726,20102,1400133,598,24722.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2106,318,9807,16060.7,NA,NA,237568,19806.2,NA,2621083,880655,129213,872.3,NA,85.71,NA,66093,NA,7,NA,2272,NA,33285,NA,2830,NA,18866,NA,5708,NA,86578,NA,72.88,NA,27.12,NA,"Избираемый мэр",72.88,27.12,85.71,19806.2,66093,33285,2830,18866,5708,7,2272,86578,0,2015,0.371574920040076
"188",96,96,93,89,89,96,0.967700004577637,2014,"город Шахты","Ростовская область",60740000,"Ростовская область","Город Шахты","Шахты",47.7086111111111,40.2158333333333,26099.3,41.8,6.2,1948.1,10.8,1122,110,82.2,NA,NA,NA,15,69,NA,3309.7,2307,1153,15,667,28.1,NA,2.1,86.8,9,NA,16.6,4.4,10.8,3397.6,NA,NA,911,821,20.8,812,3420,0,90.3,0,0,NA,2362,99.6,79.5,9716.6,5.7,238.7,23,15,63.4,136.7,37.1,237.2,33,7.1,NA,7,NA,NA,8553.1,112.9,-4.2,NA,NA,3644,23361.4,NA,NA,22396.8,35.1,60,NA,708,153,46575,526580,3397558,663800,319200,15000,307.8,0,49.8,237320,872,7032,90347,43,20024,NA,5188462,229057,19228,259974,291947,2416280,117788,124072,20205,1766271,591,26146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112,491,9495,17893.9,NA,NA,237407,22513.6,NA,2605078,882374,130922,872.3,NA,100,NA,65012,NA,7,NA,3921,NA,30406,NA,2713,NA,20366,NA,3130,NA,134917,NA,72.88,NA,27.12,NA,"Избираемый мэр",72.88,27.12,100,22513.6,65012,30406,2713,20366,3130,7,3921,134917,0,2015,0.345992888640992
"189",90,90,88,84,86,90,0.975600004196167,2015,"город Шахты","Ростовская область",60740000,"Ростовская область","Город Шахты","Шахты",47.7086111111111,40.2158333333333,25570.5,39.8,9.5,1335.9,10.8,1536,113.5,95.2,2133,17490,15357,11,65,NA,2756.7,2689,1335,14.8,668,28.2,NA,2.1,88.2,9,NA,8.6,2.7,4.5,7514.9,NA,NA,1129,1067,20.9,472,3510,0,98.9,0,380,NA,2375,100.3,80.2,10722.6,5.8,244.1,19,15.7,64.6,133.6,38.6,236.8,32,7.6,NA,7.6,NA,NA,9462.9,103,-4,NA,NA,5677,22257.5,NA,NA,23639.5,33.3,60,NA,779,137,100572,695522,7514916,663800,303900,15300,307.8,NA,64.9,236991,872.3,7643,98872,43,20323,NA,4840520,252517,20239,370894,198993,1881437,107586,260430,48217,1898015,612,27238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2268,128,9289,18411.7,NA,NA,237233,23586.3,NA,2694309,903951,135477,872.3,NA,55.56,NA,58317,NA,9,NA,-7842,NA,23498,NA,2080,NA,23906,NA,4204,NA,94146,NA,62.96,NA,37.04,NA,"Сити-менеджер",62.96,37.04,55.56,23586.3,58317,23498,2080,23906,4204,9,-7842,94146,1,2015,0.300500746333953
"190",89,89,87,85,86,89,0.98199999332428,2016,"город Шахты","Ростовская область",60740000,"Ростовская область","Город Шахты","Шахты",47.7086111111111,40.2158333333333,31823.4,33.5,8.5,7505.7,9.9,729,123.3,102.9,1835,25546,23711,NA,NA,NA,2403.8,2898,1316,13.9,648,27.5,NA,2.1,89.3,9,NA,5.9,2.4,2.3,3389.4,NA,NA,903,853,21.2,-302,3298,0,42.7,0,0,NA,2365,100.4,81.1,10999.9,5.7,242.6,19,16.1,65.4,131.3,38.8,235.5,34,8.5,NA,8.5,NA,NA,9614.7,96.3,-4,NA,NA,5587.5,19681.9,NA,1417.5,25163.3,32.5,60,NA,765,131,39507,179044,3389406,663800,289700,14200,307.8,NA,76.2,236121,872.3,8490,42689,42,20718,NA,4376121,250498,21304,138294,261639,1913113,113296,114122,65703,1465912,598,27367.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2347,331,9141,19062.7,NA,NA,236749,25054.7,NA,3086102,913258,130040,872.3,5801137,57.14,NA,48409,NA,7,NA,-6930,NA,21126,NA,1388,NA,16706,NA,4085,NA,50603,NA,68.75,NA,31.25,NA,"Сити-менеджер",68.75,31.25,57.14,25054.7,48409,21126,1388,16706,4085,7,-6930,50603,1,2015,0.280348478602389
"191",87,87,85,85,85,87,0.988499999046326,2017,"город Шахты","Ростовская область",60740000,"Ростовская область","Город Шахты","Шахты",47.7086111111111,40.2158333333333,39872.1,33,7.2,7574,9,331,138.9,107.9,1712,29837,28125,NA,NA,NA,2227.1,3209,1448,13.7,633,27.1,NA,2.1,90.9,9,NA,9.1,1.3,5.9,2848.2,798,763,798,763,21.4,-579,3171,0,35.7,0,0,0,2308,98.7,81.7,11782.7,5.6,241.1,17,16.2,66.1,128.8,38.9,233.8,33,8.6,NA,8.5,NA,NA,11117,108.9,-4.7,NA,NA,5619.9,16754.3,NA,1074.5,26465.2,31.7,60,NA,793,98,56427,333458,2848248,663800,269500,20200,307.8,0,62,234653,872.3,8499,35692,42,21206,NA,4604187,273862,21626,212003,493991,1716011,142828,195196,72664,1503208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3034,318,NA,NA,NA,NA,235492,NA,26465.2,3400200,922602,135396,872.3,6310672,NA,100,NA,45231,NA,7,NA,4737,NA,21700,NA,1217,NA,15115,NA,2161,NA,44718,NA,77,NA,23,"Сити-менеджер",77,23,100,26465.2,45231,21700,1217,15115,2161,7,4737,44718,1,2015,0.272725956313057
"192",98,98,95,68,93,98,0.925499975681305,2018,"город Шахты","Ростовская область",60740000,"Ростовская область","Город Шахты","Шахты",47.7086111111111,40.2158333333333,46418,33.7,8.3,3438.9,8.6,566,151.5,108.6,2771,26657,23886,NA,NA,NA,1760.3,NA,NA,14.2,636,27.5,NA,2.1,91,9,NA,16.7,1.1,12.2,2311.9,847,758,NA,NA,21.9,-845,3135,0,50,0,0,0,2358,101.8,80.9,12431,5.6,242.8,20,15.6,66.6,126.3,38.8,231.7,NA,8.7,NA,8.5,NA,NA,11469.9,101.7,-5.6,NA,NA,5896.2,25414.2,NA,1171.8,29053,31.6,60,NA,857,NA,79720,510077,2311948,663800,255710,13790,307.8,NA,59.4,232730,872.3,8519,50000,NA,NA,NA,4988426,282670,24638,161200,642485,1720155,167058,147057,98496,1694918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2915,238,NA,NA,NA,NA,233814,NA,29053,3696926,NA,137631,872.3,6819523,NA,66.7,NA,24525,NA,6,NA,-1063,NA,7541,NA,1284,NA,10437,NA,2043,NA,37017,NA,71.8,NA,28.2,"Сити-менеджер",71.8,28.2,66.7,29053,24525,7541,1284,10437,2043,6,-1063,37017,1,2015,0.261597659936855
"193",163,163,153,147,143,161,0.944800019264221,2012,"город Белгород","Белгородская область",14701000,"Белгородская область","Городской округ Белгород","Белгород",50.5975,36.5888888888889,243274.8,45.9,16.9,40486.2,11.9,2364,642.1,103.5,NA,NA,NA,47,295,4,10687.5,5200,1473,11.1,2888,77.3,NA,5.4,144,15,NA,16.4,8.3,6.1,23061.2,NA,NA,1798,1745,24.5,7114,18509,0,180.8,88,0,NA,6005,160.8,106.2,9287.3,12.9,346.3,46,23.4,83.7,236,53.8,373.5,77,15.3,NA,14.5,11389,NA,26575.9,130.7,0.8,NA,NA,19709.3,58773.5,123.6,NA,24098.8,119.1,14,789.9,NA,603,560385.4,NA,NA,679000,227000,300,510,195,91,369819,512,14482,180844.8,50,32866,292305,7214298,350657,105830,230828,1020306,1413914,179171,124359,83592,3277429,930,27483.1,6992383,4545289,2875857,2875857,357420,1859239,2447094,1000,128196,9756,369,NA,NA,1139358,351225,366110,NA,NA,8000135,3277082,228917,522.3,NA,66.67,NA,200930,NA,3,NA,20532,NA,66276,NA,13617,NA,60560,NA,6526,NA,89673,NA,79.44,NA,20.56,NA,"Сити-менеджер",79.44,20.56,66.67,NA,200930,66276,13617,60560,6526,3,20532,89673,1,2012,0.35845284372488
"194",162,162,146,142,118,148,0.876500010490417,2013,"город Белгород","Белгородская область",14701000,"Белгородская область","Городской округ Белгород","Белгород",50.5975,36.5888888888889,264320.9,45.4,16.7,38167.1,11.7,3325,672.3,98.6,NA,NA,NA,41,281,4,9373.6,4955,1602,10.6,2897,76.3,NA,5.4,141.7,15,NA,15.1,8.4,3.8,30282.2,NA,NA,1473,1334,24.2,5556,19067,120,212.1,500,0,NA,6007,158.3,108.5,10206.8,14,367.9,48,24.7,86.6,236.6,56.3,379.5,78,16.8,NA,15.2,12587,NA,33234.5,117.6,1.1,NA,NA,22672.5,59065.8,100.9,NA,26423.9,119,14,712,712,599,412033.7,1541644,37937432,745890,227000,1200,609.3,195,89,376518,609.3,15184,211850,49,33594,NA,7668472,391571,113421,708195,701317,1344674,236595,620847,128155,3713222,937,29129.6,7241988,4513755,3249253,3249253,467123,1642102,2728233,600,171372,9089,173,18066,20243.1,1177163,357158,373528,26478.7,NA,7476189,12843622,222968,609.2,21144270,66.67,NA,89898,NA,3,NA,NA,NA,23858,NA,NA,NA,NA,NA,NA,NA,30548,NA,80.08,NA,19.92,NA,"Сити-менеджер",80.08,19.92,66.67,26478.7,89898,23858,NA,NA,NA,3,NA,30548,1,2012,0.341881111495188
"195",161,161,138,132,128,145,0.868900001049042,2014,"город Белгород","Белгородская область",14701000,"Белгородская область","Городской округ Белгород","Белгород",50.5975,36.5888888888889,291524.1,48.2,18.5,20074.4,11.2,3948,975.9,148,NA,NA,NA,45,253,4,7430.5,4582,1485,10.5,2938,76.4,NA,5.4,139.6,15,NA,16.3,9.6,3.6,21516.4,NA,NA,1733,1537,24.3,4654,19895,0,272.3,0,0,NA,6050,157.4,111.2,11096.2,12.4,323.4,48,25.8,89.9,236.1,58.4,384.4,76,18.3,NA,16.1,NA,NA,37988.5,108.5,0.7,NA,NA,19386.6,60940.9,106.7,NA,28571.3,116.4,14,1071,1071,569,432669.19,959629,26349922,746100,234000,900,609.3,195,98,381967,609.3,16050,272291,50,35427,NA,7652901,397271,118095,683929,420137,1466182,244331,569133,111754,3989497,911,29377.8,7512400,3944283,3654669,3654669,631486,1152010,3568117,600,36021,9035,88,18219,21460.7,1318483,372578,379508,28574.9,NA,7532495,13118159,237907,609.2,21594255,75,NA,122867,NA,4,NA,-85077,NA,37341,NA,13117,NA,45709,NA,290832,NA,25780,NA,74.67,NA,25.33,NA,"Сити-менеджер",74.67,25.33,75,28574.9,122867,37341,13117,45709,290832,4,-85077,25780,1,2012,0.318811448340111
"196",157,157,146,142,135,153,0.935699999332428,2015,"город Белгород","Белгородская область",14701000,"Белгородская область","Городской округ Белгород","Белгород",50.5975,36.5888888888889,316414.5,49.3,20.2,22652.1,11.7,3227,1100.6,101.7,7951,55962,48011,41,227,3,7303.1,4342,1712,10.5,3077,79.5,NA,5.4,138.6,14,NA,18.3,7.7,6.9,18783.5,NA,NA,6345,3774,24.8,2183,20721,140,260.3,0,125,0,6352,164.1,113.2,12331.5,12.5,323.7,49,26.3,92.9,233.3,60.9,387.1,76,18.6,NA,15.9,NA,NA,39758.3,90,1.2,NA,NA,20464.3,61540.5,120.1,NA,30011.1,113.6,14,1087,1087,401,834943,1286210,24467208,756300,265800,1500,536.2,195,87,385757,654.22,15933,260263.9,49,36494,NA,9095666,546371,131488,1639835,392349,1567854,197665,1420381,38630,4380849,909,31855.6,8887168,5123232,4416588,4416588,748510,1537820,3763936,999,498931,8965,83,18094,22989,1439210,402721,384425,29843.5,NA,7449246,13115411,242551,609.2,21521549,66.67,NA,195537,NA,3,NA,-116871,NA,56598,NA,17322,NA,66621,NA,232664,NA,31349,NA,74.64,NA,25.36,NA,"Сити-менеджер",74.64,25.36,66.67,29843.5,195537,56598,17322,66621,232664,3,-116871,31349,1,2012,0.277186057254354
"197",156,156,148,145,143,152,0.953800022602081,2016,"город Белгород","Белгородская область",14701000,"Белгородская область","Городской округ Белгород","Белгород",50.5975,36.5888888888889,347200.3,52.2,20.9,24248.7,11.7,1979,1128.9,96.2,8129,69925,61796,NA,NA,NA,6809.8,3637,1612,10.7,3105,79.4,NA,5.6,142.6,14,NA,15.5,7,4.9,18732.8,NA,NA,7369,3170,24.9,3668,20442,0,159.2,NA,80,1000,6425,164.3,115,12725.3,12.4,316.3,49,26.9,95.9,231.9,63.3,391.1,77,18.9,NA,16.9,NA,NA,39779.6,94,1,NA,NA,20750.6,70926.8,96.6,NA,31868,110.7,14,1067,1067,609,783600,913357,24308538,758120,271740,1900,536.55,195,79,389112,609.22,16933,159159,49,37748,NA,9588216,405612,127795,1224719,536251,1753362,214191,960120,29555,5108806,862,33421.2,9073619,5126357,5048251,5048251,652977,1162010,3947262,NA,1043699,8837,111,13776,22429.2,1371482,372565,387090,31875.8,NA,7528564,1376896,179267,611,21888784,66.67,NA,225047,NA,3,NA,-114839,NA,66980,NA,32245,NA,95512,NA,174496,NA,26182,NA,75.81,NA,24.19,NA,"Сити-менеджер",75.81,24.19,66.67,31875.8,225047,66980,32245,95512,174496,3,-114839,26182,1,2012,0.260722150779461
"198",151,151,138,132,133,143,0.921199977397919,2017,"город Белгород","Белгородская область",14701000,"Белгородская область","Городской округ Белгород","Белгород",50.5975,36.5888888888889,371720.1,54.4,24.5,24512.5,9.9,2718,1172.9,101.5,10527,123558,113031,NA,NA,NA,6167,3277,1406,10.4,3023,77.2,NA,5.6,142.8,14,NA,15.7,4.8,6.4,18693.9,1643,1440,5946,2747,24.8,613,20948,0,197.1,NA,75,1235,6345,162,116.1,13700.8,12.4,317.4,51,27.4,98.1,228.9,64.6,391.6,77,19.3,NA,16.9,NA,NA,39648.9,97.1,-0.5,NA,NA,21088.1,72839.8,74.9,1498.6,33566.7,107.2,14,667.2,667.2,583,896700,1401899,25969657,754250,273670,1050,831.5,196,77.5,391345,831.5,16881,197089,50,39197,NA,10245570,398305,141239,1388549,820618,1728942,184063,1166466,150392,5235855,NA,NA,9823535,5767957,5352888,5359439,798624,1260981,4055578,NA,1295931,8670,141,NA,NA,1503192,365788,391135,NA,33597,19927677,1440448,185459,611,22401807,NA,67,NA,319110,NA,3,NA,NA,NA,81816,NA,63409,NA,148922,NA,NA,NA,26956,NA,68,NA,32,"Сити-менеджер",68,32,67,33597,319110,81816,63409,148922,NA,3,NA,26956,1,2012,0.256158162657395
"199",166,166,155,151,149,162,0.945200026035309,2018,"город Белгород","Белгородская область",14701000,"Белгородская область","Городской округ Белгород","Белгород",50.5975,36.5888888888889,386020.1,55.4,24.4,21016.6,9.3,2741,1087.1,89.6,16059,144022,127963,NA,NA,NA,4601.5,NA,NA,10.6,3108,79.2,NA,5.8,147.4,14,NA,16.2,7.8,6.4,20773.8,1571,1438,NA,NA,25.1,1384,19352,12,164.3,NA,243,500,6562,167.2,117.1,14548.6,12.6,321.8,49,27,99.9,227.2,65.3,392.4,NA,19.7,NA,17.1,NA,NA,41674.4,102.4,-1.3,NA,NA,20717.9,75795.1,72.5,1871.7,36954.7,105.8,14,715.3,715.3,NA,2571091,666331,26717880,759390,274430,2300,551.5,NA,86.1,391990,551.5,17137,164345,NA,NA,NA,10025549,452960,143799,1548468,588371,1738179,224133,1380209,167209,4955297,NA,NA,9691873,5452140,4998499,5034734,742383,1412246,4239733,31216,755056,8459,116,NA,NA,1633033,336062,391554,NA,36978.9,16049182,NA,190167,551.5,19427367,NA,67,NA,369930,NA,3,NA,NA,NA,96309,NA,91914,NA,132267,NA,NA,NA,28391,NA,77,NA,23,"Сити-менеджер",77,23,67,36978.9,369930,96309,91914,132267,NA,3,NA,28391,1,2012,0.253006742879528
"200",114,114,108,106,106,113,0.963199973106384,2012,"город Йошкар-Ола","Республика Марий Эл",88701000,"Республика Марий Эл","Йошкар-Ола","Йошкар-Ола",56.6344444444444,47.9,92336.8,45.4,16.3,7810.3,13.7,2105,566.5,107,NA,NA,NA,48,253,2,2517.8,3776,1713,11.8,1573,58.7,NA,4.1,152.7,15,NA,45.1,11.1,33.1,6732.5,NA,NA,1634,1444,22.3,3715,9732,NA,125.7,NA,NA,0,4390,164,71.5,8869.65,10.3,385.1,40,18.4,59.6,166,42.1,267.7,66,12.4,NA,12.2,8155,NA,12616.7,121.5,1.9,NA,NA,6329,22139.8,NA,NA,19521.4,79.3,88,344,NA,303,41239,NA,NA,158610,78400,90,221.6,NA,89.5,265626,229,12235,125700,40,23924,90652.7,2298970.7,178124.3,41773.1,193209.7,423563.7,63122.7,76459.2,76937.6,4795,1314623.1,285,22298.4,2283160.7,1668985.1,785900.8,791087.4,233564.7,642139,614175.6,6379,150413.2,3532,178,NA,NA,64494.3,187012.9,263506,NA,NA,2787228,160546,38497,229.3,3848201,71.43,NA,894129,NA,21,NA,147328,NA,573928,NA,32725,NA,109598,NA,30405,NA,718995,NA,73.94,NA,26.06,NA,"Сити-менеджер",73.94,26.06,71.43,NA,894129,573928,32725,109598,30405,21,147328,718995,1,2012,0.334479811361911
"201",113,113,110,76,75,112,0.861100018024445,2013,"город Йошкар-Ола","Республика Марий Эл",88701000,"Республика Марий Эл","Йошкар-Ола","Йошкар-Ола",56.6344444444444,47.9,47767.2,49.8,16.8,6298.9,13.9,2140,576.1,97.8,NA,NA,NA,46,242,2,2082.5,3185,1345,11.8,1575,58.1,NA,4,148.8,15,NA,32.1,11.8,18.9,6514.2,NA,NA,1119,1059,22.5,2933,10083,0,130.8,0,0,220,4301,158.6,72.8,9709.77,10.4,382.8,43,20.2,61.1,165.4,44.7,271.2,66,13.3,NA,13.2,7330,NA,17739.9,113.7,2.1,NA,NA,6874,23662.2,NA,NA,22235.9,79.7,88,349.6,349.6,314,74479,298837,8467720,224400,117400,NA,222.3,NA,78.5,269485,229.4,13170,130872,40,24429,NA,2714164.3,162351.9,27135.8,144993.3,699198.6,60908.1,70323.5,136977.1,5082.1,1540346.3,290,23769.6,2686069.8,1975475.7,1130783.2,1131434.2,359979.9,755056.5,710594.1,NA,409426.1,3567,108,11282,17659.9,70575.5,188323.4,267746,22312.6,NA,3204817,211256,41458,229.3,NA,47.62,NA,996566,NA,21,NA,99835,NA,605077,NA,40005,NA,80771,NA,21046,NA,850171,NA,74.83,NA,25.17,NA,"Сити-менеджер",74.83,25.17,47.62,22312.6,996566,605077,40005,80771,21046,21,99835,850171,1,2012,0.311644602110369
"202",111,111,108,108,108,110,0.982900023460388,2014,"город Йошкар-Ола","Республика Марий Эл",88701000,"Республика Марий Эл","Йошкар-Ола","Йошкар-Ола",56.6344444444444,47.9,48191.3,46.2,16.9,3891.7,14,2625,589.5,96.6,NA,NA,NA,45,246,2,2343.5,2984,1246,11.3,1612,61.6,NA,4.2,158.8,14,NA,38.6,8.8,27.6,9456,NA,NA,1197,1073,22.8,2191,9870,41,151.3,0,0,0,3965,151.5,74.2,10540.78,10.2,388.2,35,21.7,63.2,163.5,47.5,274.1,67,13.5,NA,13.7,NA,NA,21516.5,111.5,2.7,NA,NA,6654.4,33872.5,NA,NA,25290.3,73.7,88,458,458,378,191137,413028,12194641,225700,102300,NA,222.8,NA,88.3,272682,231.1,13666,151275,41,25547,NA,2969548.1,248616.5,29288.1,362711.8,585934.6,69024.6,95655.1,179171.7,1801.7,1572603.7,305,28496.9,2960231.6,1722175.3,1435585.7,1436449.8,371131.7,595738.9,1238056.3,NA,198393.5,3513,134,10954,20040.5,77817.3,207438,271224,25189.3,NA,3219683,151201,42995,231.1,NA,61.9,NA,1050347,NA,21,NA,-67654,NA,746004,NA,50138,NA,59400,NA,94941,NA,889096,NA,78.62,NA,21.38,NA,"Сити-менеджер",78.62,21.38,61.9,25189.3,1050347,746004,50138,59400,94941,21,-67654,889096,1,2012,0.298349949790219
"203",111,111,107,107,107,109,0.974799990653992,2015,"город Йошкар-Ола","Республика Марий Эл",88701000,"Республика Марий Эл","Йошкар-Ола","Йошкар-Ола",56.6344444444444,47.9,52389.4,47.6,17.3,4678.7,14.3,3416,622.2,92.3,1265,46542,45277,39,220,3,2262.1,3339,1447,11.3,1626,58.9,NA,4.3,154.9,14,NA,40,18.3,18.4,8057.2,NA,NA,1744,1571,23.5,1038,9965,0,195.2,330,420,0,3965,143.6,75.8,11663.61,10.3,373.2,35,23.2,65.2,160.1,50.7,276,66,14.3,NA,14.2,NA,NA,20792.1,82.6,3,NA,NA,6285.2,37816.9,34.3,NA,27637.6,70.4,88,452.1,452.1,289,201461,797214,10948442,226000,102500,NA,224.5,NA,85.5,275082,231.1,14151,195220,40,26569,NA,3278114.9,292788,28333.4,341920.2,660117.1,65764.8,112749.6,218805.5,1832.6,1770091.7,314,27412.5,3275604.1,1934182.8,1617377.9,1617717.6,401482.3,626364.3,1341421.3,NA,269523.8,3520,61,10770,20518.4,76106,213151.3,274140,27577.6,NA,3449570,178369,51359,233.5,NA,60,NA,1321784,NA,20,NA,-69357,NA,875482,NA,122548,NA,92804,NA,58973,NA,894868,NA,74.62,NA,25.38,NA,"Сити-менеджер",74.62,25.38,60,27577.6,1321784,875482,122548,92804,58973,20,-69357,894868,1,2012,0.26324897268504
"204",109,109,106,105,102,108,0.973399996757507,2016,"город Йошкар-Ола","Республика Марий Эл",88701000,"Республика Марий Эл","Йошкар-Ола","Йошкар-Ола",56.6344444444444,47.9,56151.7,49,20.1,4018.4,13.9,4130,772.9,116.4,1010,54194,53184,NA,NA,NA,2137.5,2947,1391,11.1,1628,58.8,NA,3.8,138,14,NA,20.9,9.5,9.2,6143.3,NA,NA,1533,1385,24.7,884,9738,NA,232.8,NA,0,NA,3950,142.7,76.9,11983.11,10.8,389.1,41,24.4,66.9,157.5,53.3,277.7,67,14.9,NA,14.3,NA,NA,20604.7,92.4,2.8,NA,NA,6689.2,40530.8,30.5,979.8,28837.8,69.1,88,435.8,435.8,307,148318,415805,7121142,176200,81900,700,224.5,NA,87,276851,239.6,14342,232799,41,27854,NA,2869465.4,205049.5,30276.3,374507,625660.8,80032.1,91885.6,355269.5,1919.7,1435759.4,332,26960.4,2843753.7,1723161.4,1340495.2,1341260.8,334996.3,630671.3,1120592.3,NA,200123.2,3462,60,10467,20672.4,85052.5,200848.5,276025,28808.4,NA,3749137,184292,39410,239.6,6145903,65,NA,1319716,NA,20,NA,-13587,NA,822117,NA,183159,NA,106939,NA,62555,NA,988796,NA,72.65,NA,27.35,NA,"Сити-менеджер",72.65,27.35,65,28808.4,1319716,822117,183159,106939,62555,20,-13587,988796,1,2012,0.247439932843105
